time,active_time,evaluations,iterations,nodes,step_size
24468,0,4841,3,35937,27
24495,0,4846,3,35937,27
24522,0,4851,3,35937,27
24549,0,4856,3,35937,27
24576,0,4861,3,35937,27
24603,0,4866,3,35937,27
24630,0,4871,3,35937,27
24657,0,4876,3,35937,27
24684,0,4881,3,35937,27
24711,0,4886,3,35937,27
24738,0,4891,3,35937,27
24765,0,4896,3,35937,27
24792,0,4901,3,35937,27
24819,0,4906,3,35937,27
24846,0,4911,3,35937,27
24873,0,4916,3,35937,27
24900,0,4921,3,35937,27
24927,0,4926,3,35937,27
24954,0,4931,3,35937,27
24981,0,4936,3,35937,27
25008,0,4941,3,35937,27
25035,0,4946,3,35937,27
25062,0,4951,3,35937,27
25089,0,4956,3,35937,27
25116,0,4961,3,35937,27
25143,0,4966,3,35937,27
25170,0,4971,3,35937,27
25197,0,4976,3,35937,27
25224,0,4981,3,35937,27
25251,0,4986,3,35937,27
25278,0,4991,3,35937,27
25305,0,4996,3,35937,27
25332,0,5001,3,35937,27
25359,0,5006,3,35937,27
25386,0,5011,3,35937,27
25413,0,5016,3,35937,27
25440,0,5021,3,35937,27
25467,0,5026,3,35937,27
25494,0,5031,3,35937,27
25521,0,5036,3,35937,27
25548,0,5041,3,35937,27
25575,0,5046,3,35937,27
25602,0,5051,3,35937,27
25629,0,5056,3,35937,27
25656,0,5061,3,35937,27
25683,0,5066,3,35937,27
25710,0,5071,3,35937,27
25737,0,5076,3,35937,27
25764,0,5081,3,35937,27
25791,0,5086,3,35937,27
25818,0,5091,3,35937,27
25845,0,5096,3,35937,27
25872,0,5101,3,35937,27
25899,0,5106,3,35937,27
25926,0,5111,3,35937,27
25953,0,5116,3,35937,27
25980,0,5121,3,35937,27
26007,0,5126,3,35937,27
26034,0,5131,3,35937,27
26061,0,5136,3,35937,27
26088,0,5141,3,35937,27
26115,0,5146,3,35937,27
26142,0,5151,3,35937,27
26169,0,5156,3,35937,27
26196,0,5161,3,35937,27
26223,0,5166,3,35937,27
26250,0,5171,3,35937,27
26277,0,5176,3,35937,27
26304,0,5181,3,35937,27
26331,0,5186,3,35937,27
26358,0,5191,3,35937,27
26385,0,5196,3,35937,27
26412,0,5201,3,35937,27
26439,0,5206,3,35937,27
26466,0,5211,3,35937,27
26493,0,5216,3,35937,27
26520,0,5221,3,35937,27
26547,0,5226,3,35937,27
26574,0,5231,3,35937,27
26601,0,5236,3,35937,27
26628,0,5241,3,35937,27
26655,0,5246,3,35937,27
26682,0,5251,3,35937,27
26709,0,5256,3,35937,27
26736,0,5261,3,35937,27
26763,0,5266,3,35937,27
26790,0,5271,3,35937,27
26817,0,5276,3,35937,27
26844,0,5281,3,35937,27
26871,0,5286,3,35937,27
26898,0,5291,3,35937,27
26925,0,5296,3,35937,27
26952,0,5301,3,35937,27
26979,0,5306,3,35937,27
27006,0,5311,3,35937,27
27033,0,5316,3,35937,27
27060,0,5321,3,35937,27
27087,0,5326,3,35937,27
27114,0,5331,3,35937,27
27141,0,5336,3,35937,27
27168,0,5341,3,35937,27
27195,0,5346,3,35937,27
27222,0,5351,3,35937,27
27249,0,5356,3,35937,27
27276,0,5361,3,35937,27
27303,0,5366,3,35937,27
27330,0,5371,3,35937,27
27357,0,5376,3,35937,27
27384,0,5381,3,35937,27
27411,0,5386,3,35937,27
27438,0,5391,3,35937,27
27465,0,5396,3,35937,27
27492,0,5401,3,35937,27
27519,0,5406,3,35937,27
27546,0,5411,3,35937,27
27573,0,5416,3,35937,27
27600,0,5421,3,35937,27
27627,0,5426,3,35937,27
27654,0,5431,3,35937,27
27681,0,5436,3,35937,27
27708,0,5441,3,35937,27
27735,0,5446,3,35937,27
27762,0,5451,3,35937,27
27789,0,5456,3,35937,27
27816,0,5461,3,35937,27
27843,0,5466,3,35937,27
27870,0,5471,3,35937,27
27897,0,5476,3,35937,27
27924,0,5481,3,35937,27
27951,0,5486,3,35937,27
27978,0,5491,3,35937,27
28005,0,5496,3,35937,27
28032,0,5501,3,35937,27
28059,0,5506,3,35937,27
28086,0,5511,3,35937,27
28113,0,5516,3,35937,27
28140,0,5521,3,35937,27
28167,0,5526,3,35937,27
28194,0,5531,3,35937,27
28221,0,5536,3,35937,27
28248,0,5541,3,35937,27
28275,0,5546,3,35937,27
28302,0,5551,3,35937,27
28329,0,5556,3,35937,27
28356,0,5561,3,35937,27
28383,0,5566,3,35937,27
28410,0,5571,3,35937,27
28437,0,5576,3,35937,27
28464,0,5581,3,35937,27
28491,0,5586,3,35937,27
28518,0,5591,3,35937,27
28545,0,5596,3,35937,27
28572,0,5601,3,35937,27
28599,0,5606,3,35937,27
28626,0,5611,3,35937,27
28653,0,5616,3,35937,27
28680,0,5621,3,35937,27
28707,0,5626,3,35937,27
28734,0,5631,3,35937,27
28761,0,5636,3,35937,27
28788,0,5641,3,35937,27
28815,0,5646,3,35937,27
28842,0,5651,3,35937,27
28869,0,5656,3,35937,27
28896,0,5661,3,35937,27
28923,0,5666,3,35937,27
28950,0,5671,3,35937,27
28977,0,5676,3,35937,27
29004,0,5681,3,35937,27
29031,0,5686,3,35937,27
29058,0,5691,3,35937,27
29085,0,5696,3,35937,27
29112,0,5701,3,35937,27
29139,0,5706,3,35937,27
29166,0,5711,3,35937,27
29193,0,5716,3,35937,27
29220,0,5721,3,35937,27
29247,0,5726,3,35937,27
29274,0,5731,3,35937,27
29301,0,5736,3,35937,27
29328,0,5741,3,35937,27
29355,0,5746,3,35937,27
29382,0,5751,3,35937,27
29409,0,5756,3,35937,27
29436,0,5761,3,35937,27
29463,0,5766,3,35937,27
29490,0,5771,3,35937,27
29517,0,5776,3,35937,27
29544,0,5781,3,35937,27
29571,0,5786,3,35937,27
29598,0,5791,3,35937,27
29625,0,5796,3,35937,27
29652,0,5801,3,35937,27
29679,0,5806,3,35937,27
29706,0,5811,3,35937,27
29733,0,5816,3,35937,27
29760,0,5821,3,35937,27
29787,0,5826,3,35937,27
29814,0,5831,3,35937,27
29841,0,5836,3,35937,27
29868,0,5841,3,35937,27
29895,0,5846,3,35937,27
29922,0,5851,3,35937,27
29949,0,5856,3,35937,27
29976,0,5861,3,35937,27
30003,0,5866,3,35937,27
30030,0,5871,3,35937,27
30057,0,5876,3,35937,27
30084,0,5881,3,35937,27
30111,0,5886,3,35937,27
30138,0,5891,3,35937,27
30165,0,5896,3,35937,27
30192,0,5901,3,35937,27
30219,0,5906,3,35937,27
30246,0,5911,3,35937,27
30273,0,5916,3,35937,27
30300,0,5921,3,35937,27
30327,0,5926,3,35937,27
30354,0,5931,3,35937,27
30381,0,5936,3,35937,27
30408,0,5941,3,35937,27
30435,0,5946,3,35937,27
30462,0,5951,3,35937,27
30489,0,5956,3,35937,27
30516,0,5961,3,35937,27
30543,0,5966,3,35937,27
30570,0,5971,3,35937,27
30597,0,5976,3,35937,27
30624,0,5981,3,35937,27
30651,0,5986,3,35937,27
30678,0,5991,3,35937,27
30705,0,5996,3,35937,27
30732,0,6001,3,35937,27
30759,0,6006,3,35937,27
30786,0,6011,3,35937,27
30813,0,6016,3,35937,27
30840,0,6021,3,35937,27
30867,0,6026,3,35937,27
30894,0,6031,3,35937,27
30921,0,6036,3,35937,27
30948,0,6041,3,35937,27
30975,0,6046,3,35937,27
31002,0,6051,3,35937,27
31029,0,6056,3,35937,27
31056,0,6061,3,35937,27
31083,0,6066,3,35937,27
31110,0,6071,3,35937,27
31137,0,6076,3,35937,27
31164,0,6081,3,35937,27
31191,0,6086,3,35937,27
31218,0,6091,3,35937,27
31245,0,6096,3,35937,27
31272,0,6101,3,35937,27
31299,0,6106,3,35937,27
31326,0,6111,3,35937,27
31353,0,6116,3,35937,27
31380,0,6121,3,35937,27
31407,0,6126,3,35937,27
31434,0,6131,3,35937,27
31461,0,6136,3,35937,27
31488,0,6141,3,35937,27
31515,0,6146,3,35937,27
31542,0,6151,3,35937,27
31569,0,6156,3,35937,27
31596,0,6161,3,35937,27
31623,0,6166,3,35937,27
31650,0,6171,3,35937,27
31677,0,6176,3,35937,27
31704,0,6181,3,35937,27
31731,0,6186,3,35937,27
31758,0,6191,3,35937,27
31785,0,6196,3,35937,27
31812,0,6201,3,35937,27
31839,0,6206,3,35937,27
31866,0,6211,3,35937,27
31893,0,6216,3,35937,27
31920,0,6221,3,35937,27
31947,0,6226,3,35937,27
31974,0,6231,3,35937,27
32001,0,6236,3,35937,27
32028,0,6241,3,35937,27
32055,0,6246,3,35937,27
32082,0,6251,3,35937,27
32109,0,6256,3,35937,27
32136,0,6261,3,35937,27
32163,0,6266,3,35937,27
32190,0,6271,3,35937,27
32217,0,6276,3,35937,27
32244,0,6281,3,35937,27
32271,0,6286,3,35937,27
32298,0,6291,3,35937,27
32325,0,6296,3,35937,27
32352,0,6301,3,35937,27
32379,0,6306,3,35937,27
32406,0,6311,3,35937,27
32433,0,6316,3,35937,27
32460,0,6321,3,35937,27
32487,0,6326,3,35937,27
32514,0,6331,3,35937,27
32541,0,6336,3,35937,27
32568,0,6341,3,35937,27
32595,0,6346,3,35937,27
32622,0,6351,3,35937,27
32649,0,6356,3,35937,27
32676,0,6361,3,35937,27
32703,0,6366,3,35937,27
32730,0,6371,3,35937,27
32757,0,6376,3,35937,27
32784,0,6381,3,35937,27
32811,0,6386,3,35937,27
32838,0,6391,3,35937,27
32865,0,6396,3,35937,27
32892,0,6401,3,35937,27
32919,0,6406,3,35937,27
32946,0,6411,3,35937,27
32973,0,6416,3,35937,27
33000,0,6421,3,35937,27
33027,0,6426,3,35937,27
33054,0,6431,3,35937,27
33081,0,6436,3,35937,27
33108,0,6441,3,35937,27
33135,0,6446,3,35937,27
33162,0,6451,3,35937,27
33189,0,6456,3,35937,27
33216,0,6461,3,35937,27
33243,0,6466,3,35937,27
33270,0,6471,3,35937,27
33297,0,6476,3,35937,27
33324,0,6481,3,35937,27
33351,0,6486,3,35937,27
33378,0,6491,3,35937,27
33405,0,6496,3,35937,27
33432,0,6501,3,35937,27
33459,0,6506,3,35937,27
33486,0,6511,3,35937,27
33513,0,6516,3,35937,27
33540,0,6521,3,35937,27
33567,0,6526,3,35937,27
